match_details.match_uid,match_details.game_mode.game_mode_id,match_details.game_mode.game_mode_name,match_details.replay_id,match_details.mvp_uid,match_details.mvp_hero_id,match_details.svp_uid,match_details.svp_hero_id,match_details.dynamic_fields.ban_pick_info,match_details.match_players
5517602_1744662520_1290198_11001_11,2,Competitive,10217438243,1306734986,1025,176810485,1050,"[{'round_idx': 0, 'is_pick': 0, 'battle_side': 1, 'hero_id': 1027, 'conf_id': 0, 'is_one_side': False, 'vote_type': 1, 'votes': {}, 'effect_battle_side': 12}, {'is_one_side': False, 'is_pick': 0, 'battle_side': 0, 'effect_battle_side': 12, 'round_idx': 0, 'votes': {}, 'conf_id': 0, 'hero_id': 1027, 'vote_type': 1}, {'conf_id': 1, 'votes': {}, 'effect_battle_side': 12, 'round_idx': 1, 'hero_id': 1036, 'is_one_side': False, 'vote_type': 1, 'is_pick': 0, 'battle_side': 1}, {'round_idx': 1, 'effect_battle_side': 12, 'battle_side': 0, 'vote_type': 1, 'conf_id': 1, 'hero_id': 1045, 'votes': {}, 'is_pick': 0, 'is_one_side': False}]","[{'player_uid': 1512586906, 'nick_name': 'Ms Kobayashi', 'player_icon': 31023201, 'camp': 1, 'cur_hero_id': 1023, 'cur_hero_icon': '/heroes/transformations/rocket-raccoon-headbig-0.webp', 'is_win': 1, 'kills': 19, 'deaths': 2, 'assists': 29, 'total_hero_damage': 6316.721982002258, 'total_hero_heal': 43900.843665122986, 'total_damage_taken': 12033.91083240509, 'badges': [{'name': 'Gifted Healer', 'id': 12, 'count': 1}], 'player_heroes': [{'hero_id': 1023, 'play_time': 1059.2742426153272, 'kills': 19, 'deaths': 2, 'assists': 29, 'session_hit_rate': 0.2584629460201281, 'hero_icon': '/heroes/transformations/rocket-raccoon-headbig-0.webp'}]}, {'player_uid': 1306734986, 'nick_name': 'clu3inc', 'player_icon': 31038204, 'camp': 1, 'cur_hero_id': 1025, 'cur_hero_icon': '/heroes/transformations/cloak-dagger-headbig-0.webp', 'is_win': 1, 'kills': 22, 'deaths': 10, 'assists': 38, 'total_hero_damage': 16157.610797405243, 'total_hero_heal': 42034.23669052124, 'total_damage_taken': 19006.216301441193, 'badges': [{'name': 'Trusty Sidekick', 'id': 8, 'count': 1}, {'name': 'MVP', 'id': 1, 'count': 1}], 'player_heroes': [{'hero_id': 1025, 'play_time': 1059.2742426153272, 'kills': 22, 'deaths': 10, 'assists': 38, 'session_hit_rate': 0.8676328502415459, 'hero_icon': '/heroes/transformations/cloak-dagger-headbig-0.webp'}]}, {'player_uid': 124588384, 'nick_name': 'AceOfWake', 'player_icon': 31046202, 'camp': 1, 'cur_hero_id': 1037, 'cur_hero_icon': '/heroes/transformations/magneto-headbig-0.webp', 'is_win': 1, 'kills': 16, 'deaths': 5, 'assists': 7, 'total_hero_damage': 22654.73407316208, 'total_hero_heal': 0, 'total_damage_taken': 57984.84781289101, 'badges': [{'name': 'Impentrable Defence', 'id': 7, 'count': 1}], 'player_heroes': [{'hero_id': 1037, 'play_time': 436.76966717652977, 'kills': 9, 'deaths': 2, 'assists': 6, 'session_hit_rate': 0.5851851851851851, 'hero_icon': '/heroes/transformations/magneto-headbig-0.webp'}, {'hero_id': 1018, 'play_time': 370.60294266045094, 'kills': 4, 'deaths': 3, 'assists': 0, 'session_hit_rate': 0.39861111111111114, 'hero_icon': '/heroes/transformations/doctor-strange-headbig-0.webp'}, {'hero_id': 1053, 'play_time': 251.90163277834654, 'kills': 3, 'deaths': 0, 'assists': 1, 'session_hit_rate': 0.3588039867109635, 'hero_icon': '/heroes/transformations/emma-frost-headbig-0.webp'}]}, {'player_uid': 717792330, 'nick_name': 'Chorizosito', 'player_icon': 31036201, 'camp': 1, 'cur_hero_id': 1041, 'cur_hero_icon': '/heroes/transformations/winter-soldier-headbig-0.webp', 'is_win': 1, 'kills': 40, 'deaths': 13, 'assists': 11, 'total_hero_damage': 25953.28798866272, 'total_hero_heal': 0, 'total_damage_taken': 20259.40454006195, 'badges': [{'name': 'Triple!', 'id': 6, 'count': 1}, {'name': 'Quad!', 'id': 5, 'count': 1}, {'name': 'Hexa!', 'id': 3, 'count': 1}, {'name': 'Mighty Vanquisher', 'id': 11, 'count': 1}], 'player_heroes': [{'hero_id': 1041, 'play_time': 710.0343741178513, 'kills': 28, 'deaths': 8, 'assists': 11, 'session_hit_rate': 0.47101449275362317, 'hero_icon': '/heroes/transformations/winter-soldier-headbig-0.webp'}, {'hero_id': 1038, 'play_time': 345.7342142574489, 'kills': 12, 'deaths': 5, 'assists': 0, 'session_hit_rate': 0.5754716981132075, 'hero_icon': '/heroes/transformations/scarlet-witch-headbig-0.webp'}, {'hero_id': 1026, 'play_time': 3.50565424002707, 'kills': 0, 'deaths': 0, 'assists': 0, 'session_hit_rate': 0, 'hero_icon': '/heroes/transformations/black-panther-headbig-0.webp'}]}, {'player_uid': 1043835040, 'nick_name': 'Jadezkie', 'player_icon': 31033203, 'camp': 1, 'cur_hero_id': 1050, 'cur_hero_icon': '/heroes/transformations/invisible-woman-headbig-0.webp', 'is_win': 1, 'kills': 19, 'deaths': 8, 'assists': 18, 'total_hero_damage': 19623.31925344467, 'total_hero_heal': 22007.379886627197, 'total_damage_taken': 28677.43728852272, 'badges': None, 'player_heroes': [{'hero_id': 1014, 'play_time': 211.4018414337188, 'kills': 6, 'deaths': 3, 'assists': 0, 'session_hit_rate': 0.30390920554854983, 'hero_icon': '/heroes/transformations/the-punisher-headbig-0.webp'}, {'hero_id': 1052, 'play_time': 138.3542405348271, 'kills': 0, 'deaths': 3, 'assists': 0, 'session_hit_rate': 0.4782608695652174, 'hero_icon': '/heroes/transformations/iron-fist-headbig-0.webp'}, {'hero_id': 1050, 'play_time': 709.5181606467813, 'kills': 13, 'deaths': 2, 'assists': 18, 'session_hit_rate': 0.4179456906729634, 'hero_icon': '/heroes/transformations/invisible-woman-headbig-0.webp'}]}, {'player_uid': 1678074945, 'nick_name': 'Drunkllizard', 'player_icon': 31023203, 'camp': 1, 'cur_hero_id': 1051, 'cur_hero_icon': '/heroes/transformations/the-thing-headbig-0.webp', 'is_win': 1, 'kills': 27, 'deaths': 12, 'assists': 6, 'total_hero_damage': 26890.03084421158, 'total_hero_heal': 354.87255859375, 'total_damage_taken': 56681.14823842049, 'badges': None, 'player_heroes': [{'hero_id': 1042, 'play_time': 272.8996923752129, 'kills': 6, 'deaths': 2, 'assists': 0, 'session_hit_rate': 0.271505376344086, 'hero_icon': '/heroes/transformations/peni-parker-headbig-0.webp'}, {'hero_id': 1051, 'play_time': 786.3745502401143, 'kills': 21, 'deaths': 10, 'assists': 6, 'session_hit_rate': 0.518324607329843, 'hero_icon': '/heroes/transformations/the-thing-headbig-0.webp'}]}, {'player_uid': 1050874731, 'nick_name': '⁴4₄', 'player_icon': 31038204, 'camp': 0, 'cur_hero_id': 1032, 'cur_hero_icon': '/heroes/transformations/squirrel-girl-headbig-0.webp', 'is_win': 0, 'kills': 29, 'deaths': 8, 'assists': 10, 'total_hero_damage': 48712.121300935745, 'total_hero_heal': 0, 'total_damage_taken': 10663.30488729477, 'badges': [{'name': 'Relentless Offense', 'id': 9, 'count': 1}], 'player_heroes': [{'hero_id': 1043, 'play_time': 161.74970345199108, 'kills': 2, 'deaths': 3, 'assists': 0, 'session_hit_rate': 0.3465674110835401, 'hero_icon': '/heroes/transformations/star-lord-headbig-0.webp'}, {'hero_id': 1032, 'play_time': 897.5245391633362, 'kills': 27, 'deaths': 5, 'assists': 10, 'session_hit_rate': 0.38636363636363635, 'hero_icon': '/heroes/transformations/squirrel-girl-headbig-0.webp'}]}, {'player_uid': 2028390480, 'nick_name': 'Eliseoooxdd', 'player_icon': 31016203, 'camp': 0, 'cur_hero_id': 1016, 'cur_hero_icon': '/heroes/transformations/loki-headbig-0.webp', 'is_win': 0, 'kills': 20, 'deaths': 10, 'assists': 27, 'total_hero_damage': 17918.88730931282, 'total_hero_heal': 33391.26933217049, 'total_damage_taken': 14184.275891304016, 'badges': None, 'player_heroes': [{'hero_id': 1016, 'play_time': 1059.2742426153272, 'kills': 20, 'deaths': 10, 'assists': 27, 'session_hit_rate': 0.5059523809523809, 'hero_icon': '/heroes/transformations/loki-headbig-0.webp'}]}, {'player_uid': 329553757, 'nick_name': 'PincheSpooky', 'player_icon': 31036205, 'camp': 0, 'cur_hero_id': 1037, 'cur_hero_icon': '/heroes/transformations/magneto-headbig-0.webp', 'is_win': 0, 'kills': 28, 'deaths': 8, 'assists': 6, 'total_hero_damage': 25465.436708450317, 'total_hero_heal': 0, 'total_damage_taken': 46138.41538619995, 'badges': None, 'player_heroes': [{'hero_id': 1037, 'play_time': 1059.2742426153272, 'kills': 28, 'deaths': 8, 'assists': 6, 'session_hit_rate': 0.5827464788732394, 'hero_icon': '/heroes/transformations/magneto-headbig-0.webp'}]}, {'player_uid': 2105968231, 'nick_name': 'HltIwr', 'player_icon': 31051001, 'camp': 0, 'cur_hero_id': 1042, 'cur_hero_icon': '/heroes/transformations/peni-parker-headbig-0.webp', 'is_win': 0, 'kills': 18, 'deaths': 9, 'assists': 2, 'total_hero_damage': 27896.180208206177, 'total_hero_heal': 585.5407104492188, 'total_damage_taken': 40076.32971572876, 'badges': None, 'player_heroes': [{'hero_id': 1051, 'play_time': 114.79096501506865, 'kills': 1, 'deaths': 3, 'assists': 1, 'session_hit_rate': 0.5, 'hero_icon': '/heroes/transformations/the-thing-headbig-0.webp'}, {'hero_id': 1022, 'play_time': 507.7136104237288, 'kills': 9, 'deaths': 3, 'assists': 1, 'session_hit_rate': 0.44694533762057875, 'hero_icon': '/heroes/transformations/captain-america-headbig-0.webp'}, {'hero_id': 1042, 'play_time': 436.76966717652977, 'kills': 8, 'deaths': 3, 'assists': 0, 'session_hit_rate': 0.39821693907875183, 'hero_icon': '/heroes/transformations/peni-parker-headbig-0.webp'}]}, {'player_uid': 176810485, 'nick_name': 'Steven Stones', 'player_icon': 31053201, 'camp': 0, 'cur_hero_id': 1050, 'cur_hero_icon': '/heroes/transformations/invisible-woman-headbig-0.webp', 'is_win': 0, 'kills': 22, 'deaths': 8, 'assists': 31, 'total_hero_damage': 18179.810611963272, 'total_hero_heal': 41877.40740585327, 'total_damage_taken': 19496.15820121765, 'badges': [{'name': 'SVP', 'id': 2, 'count': 1}], 'player_heroes': [{'hero_id': 1023, 'play_time': 182.9119194969535, 'kills': 1, 'deaths': 2, 'assists': 3, 'session_hit_rate': 0.28346456692913385, 'hero_icon': '/heroes/transformations/rocket-raccoon-headbig-0.webp'}, {'hero_id': 1050, 'play_time': 876.3623231183738, 'kills': 21, 'deaths': 6, 'assists': 28, 'session_hit_rate': 0.5539160045402951, 'hero_icon': '/heroes/transformations/invisible-woman-headbig-0.webp'}]}, {'player_uid': 1182755297, 'nick_name': 'spockyy', 'player_icon': 30000001, 'camp': 0, 'cur_hero_id': 1014, 'cur_hero_icon': '/heroes/transformations/the-punisher-headbig-0.webp', 'is_win': 0, 'kills': 24, 'deaths': 16, 'assists': 0, 'total_hero_damage': 29087.2927441597, 'total_hero_heal': 0, 'total_damage_taken': 9134.016108512878, 'badges': None, 'player_heroes': [{'hero_id': 1034, 'play_time': 622.5045754387975, 'kills': 17, 'deaths': 10, 'assists': 0, 'session_hit_rate': 0.5892857142857143, 'hero_icon': '/heroes/transformations/iron-man-headbig-0.webp'}, {'hero_id': 1014, 'play_time': 436.76966717652977, 'kills': 7, 'deaths': 6, 'assists': 0, 'session_hit_rate': 0.3626373626373626, 'hero_icon': '/heroes/transformations/the-punisher-headbig-0.webp'}]}]"
5513301_1744482159_1245204_11001_12,2,Competitive,10460633607,2131753468,1017,1842396509,1038,"[{'is_pick': 0, 'conf_id': 0, 'battle_side': 1, 'vote_type': 1, 'is_one_side': False, 'round_idx': 0, 'votes': {}, 'effect_battle_side': 12, 'hero_id': 1011}, {'battle_side': 0, 'effect_battle_side': 12, 'conf_id': 0, 'is_pick': 0, 'vote_type': 1, 'votes': {}, 'is_one_side': False, 'hero_id': 1027, 'round_idx': 0}, {'round_idx': 1, 'battle_side': 1, 'hero_id': 1036, 'vote_type': 1, 'is_pick': 0, 'effect_battle_side': 12, 'votes': {}, 'conf_id': 1, 'is_one_side': False}, {'conf_id': 1, 'votes': {}, 'battle_side': 0, 'round_idx': 1, 'is_pick': 0, 'effect_battle_side': 12, 'is_one_side': False, 'hero_id': 1036, 'vote_type': 1}]","[{'player_uid': 603761221, 'nick_name': 'Moizzzt', 'player_icon': 31024203, 'camp': 1, 'cur_hero_id': 1020, 'cur_hero_icon': '/heroes/transformations/mantis-headbig-0.webp', 'is_win': 1, 'kills': 16, 'deaths': 4, 'assists': 20, 'total_hero_damage': 8325.43436717987, 'total_hero_heal': 12876.975205898285, 'total_damage_taken': 7132.203879594803, 'badges': None, 'player_heroes': [{'hero_id': 1016, 'play_time': 454.45695857331157, 'kills': 10, 'deaths': 3, 'assists': 9, 'session_hit_rate': 0.45866141732283466, 'hero_icon': '/heroes/transformations/loki-headbig-0.webp'}, {'hero_id': 1020, 'play_time': 282.59669728577137, 'kills': 6, 'deaths': 1, 'assists': 11, 'session_hit_rate': 0.3333333333333333, 'hero_icon': '/heroes/transformations/mantis-headbig-0.webp'}]}, {'player_uid': 2131753468, 'nick_name': 'Madeira', 'player_icon': 31046203, 'camp': 1, 'cur_hero_id': 1017, 'cur_hero_icon': '/heroes/transformations/human-torch-headbig-0.webp', 'is_win': 1, 'kills': 35, 'deaths': 4, 'assists': 0, 'total_hero_damage': 25095.533208847046, 'total_hero_heal': 0, 'total_damage_taken': 8256.659239292145, 'badges': [{'name': 'Triple!', 'id': 6, 'count': 2}, {'name': 'Relentless Offense', 'id': 9, 'count': 1}, {'name': 'Mighty Vanquisher', 'id': 11, 'count': 1}, {'name': 'MVP', 'id': 1, 'count': 1}], 'player_heroes': [{'hero_id': 1017, 'play_time': 737.0536558590829, 'kills': 35, 'deaths': 4, 'assists': 0, 'session_hit_rate': 0.1878315132605304, 'hero_icon': '/heroes/transformations/human-torch-headbig-0.webp'}]}, {'player_uid': 954221022, 'nick_name': 'Mythsiah', 'player_icon': 31029001, 'camp': 1, 'cur_hero_id': 1023, 'cur_hero_icon': '/heroes/transformations/rocket-raccoon-headbig-0.webp', 'is_win': 1, 'kills': 6, 'deaths': 2, 'assists': 29, 'total_hero_damage': 3207.591067314148, 'total_hero_heal': 21639.534641981125, 'total_damage_taken': 4693.434325218201, 'badges': [{'name': 'Trusty Sidekick', 'id': 8, 'count': 1}], 'player_heroes': [{'hero_id': 1023, 'play_time': 737.0536558590829, 'kills': 6, 'deaths': 2, 'assists': 29, 'session_hit_rate': 0.3091118800461361, 'hero_icon': '/heroes/transformations/rocket-raccoon-headbig-0.webp'}]}, {'player_uid': 1922263740, 'nick_name': 'Deathntax', 'player_icon': 31029201, 'camp': 1, 'cur_hero_id': 1053, 'cur_hero_icon': '/heroes/transformations/emma-frost-headbig-0.webp', 'is_win': 1, 'kills': 25, 'deaths': 5, 'assists': 5, 'total_hero_damage': 17909.89753127098, 'total_hero_heal': 0, 'total_damage_taken': 36614.272510290146, 'badges': [{'name': 'Impentrable Defence', 'id': 7, 'count': 1}], 'player_heroes': [{'hero_id': 1053, 'play_time': 737.0536558590829, 'kills': 25, 'deaths': 5, 'assists': 5, 'session_hit_rate': 0.42970946579194, 'hero_icon': '/heroes/transformations/emma-frost-headbig-0.webp'}]}, {'player_uid': 1646262973, 'nick_name': 'nght', 'player_icon': 31038204, 'camp': 1, 'cur_hero_id': 1039, 'cur_hero_icon': '/heroes/transformations/thor-headbig-0.webp', 'is_win': 1, 'kills': 18, 'deaths': 5, 'assists': 8, 'total_hero_damage': 17786.27471923828, 'total_hero_heal': 0, 'total_damage_taken': 35342.48363220692, 'badges': None, 'player_heroes': [{'hero_id': 1051, 'play_time': 454.45695857331157, 'kills': 10, 'deaths': 3, 'assists': 7, 'session_hit_rate': 0.5652173913043478, 'hero_icon': '/heroes/transformations/the-thing-headbig-0.webp'}, {'hero_id': 1039, 'play_time': 282.59669728577137, 'kills': 8, 'deaths': 2, 'assists': 1, 'session_hit_rate': 0.42201834862385323, 'hero_icon': '/heroes/transformations/thor-headbig-0.webp'}]}, {'player_uid': 791817921, 'nick_name': 'MostDefinitely', 'player_icon': 31050202, 'camp': 1, 'cur_hero_id': 1050, 'cur_hero_icon': '/heroes/transformations/invisible-woman-headbig-0.webp', 'is_win': 1, 'kills': 21, 'deaths': 4, 'assists': 18, 'total_hero_damage': 10569.03048157692, 'total_hero_heal': 18901.69923901558, 'total_damage_taken': 12863.049039244652, 'badges': None, 'player_heroes': [{'hero_id': 1050, 'play_time': 737.0536558590829, 'kills': 21, 'deaths': 4, 'assists': 18, 'session_hit_rate': 0.4581151832460733, 'hero_icon': '/heroes/transformations/invisible-woman-headbig-0.webp'}]}, {'player_uid': 1842396509, 'nick_name': 'Sofonda_cox66', 'player_icon': 31038204, 'camp': 0, 'cur_hero_id': 1038, 'cur_hero_icon': '/heroes/transformations/scarlet-witch-headbig-0.webp', 'is_win': 0, 'kills': 15, 'deaths': 10, 'assists': 1, 'total_hero_damage': 20891.062171936035, 'total_hero_heal': 1218.0441093444824, 'total_damage_taken': 11838.714569091797, 'badges': [{'name': 'SVP', 'id': 2, 'count': 1}], 'player_heroes': [{'hero_id': 1031, 'play_time': 60.45245502702892, 'kills': 0, 'deaths': 0, 'assists': 0, 'session_hit_rate': 0.44155844155844154, 'hero_icon': '/heroes/transformations/luna-snow-headbig-0.webp'}, {'hero_id': 1038, 'play_time': 676.601200832054, 'kills': 15, 'deaths': 10, 'assists': 1, 'session_hit_rate': 0.6055045871559633, 'hero_icon': '/heroes/transformations/scarlet-witch-headbig-0.webp'}]}, {'player_uid': 1306734986, 'nick_name': 'clu3inc', 'player_icon': 31033203, 'camp': 0, 'cur_hero_id': 1050, 'cur_hero_icon': '/heroes/transformations/invisible-woman-headbig-0.webp', 'is_win': 0, 'kills': 9, 'deaths': 9, 'assists': 10, 'total_hero_damage': 14459.03828907013, 'total_hero_heal': 6441.555512428284, 'total_damage_taken': 27480.555752515793, 'badges': None, 'player_heroes': [{'hero_id': 1051, 'play_time': 55.075077921152115, 'kills': 0, 'deaths': 1, 'assists': 0, 'session_hit_rate': 0.3333333333333333, 'hero_icon': '/heroes/transformations/the-thing-headbig-0.webp'}, {'hero_id': 1053, 'play_time': 399.38188065215945, 'kills': 6, 'deaths': 4, 'assists': 4, 'session_hit_rate': 0.4119359534206696, 'hero_icon': '/heroes/transformations/emma-frost-headbig-0.webp'}, {'hero_id': 1050, 'play_time': 282.59669728577137, 'kills': 3, 'deaths': 4, 'assists': 6, 'session_hit_rate': 0.41975308641975306, 'hero_icon': '/heroes/transformations/invisible-woman-headbig-0.webp'}]}, {'player_uid': 1512586906, 'nick_name': 'Ms Kobayashi', 'player_icon': 31023201, 'camp': 0, 'cur_hero_id': 1031, 'cur_hero_icon': '/heroes/transformations/luna-snow-headbig-0.webp', 'is_win': 0, 'kills': 6, 'deaths': 7, 'assists': 17, 'total_hero_damage': 6184.893944263458, 'total_hero_heal': 24482.45057797432, 'total_damage_taken': 7406.508973836899, 'badges': [{'name': 'Gifted Healer', 'id': 12, 'count': 1}], 'player_heroes': [{'hero_id': 1023, 'play_time': 454.45695857331157, 'kills': 4, 'deaths': 3, 'assists': 7, 'session_hit_rate': 0.25498426023084997, 'hero_icon': '/heroes/transformations/rocket-raccoon-headbig-0.webp'}, {'hero_id': 1031, 'play_time': 91.74536708928645, 'kills': 1, 'deaths': 1, 'assists': 1, 'session_hit_rate': 0.4207650273224044, 'hero_icon': '/heroes/transformations/luna-snow-headbig-0.webp'}, {'hero_id': 1020, 'play_time': 190.85133019648492, 'kills': 1, 'deaths': 3, 'assists': 9, 'session_hit_rate': 0.2777777777777778, 'hero_icon': '/heroes/transformations/mantis-headbig-0.webp'}]}, {'player_uid': 124588384, 'nick_name': 'AceOfWake', 'player_icon': 30000044, 'camp': 0, 'cur_hero_id': 1051, 'cur_hero_icon': '/heroes/transformations/the-thing-headbig-0.webp', 'is_win': 0, 'kills': 9, 'deaths': 9, 'assists': 1, 'total_hero_damage': 17509.342651367188, 'total_hero_heal': 6.5, 'total_damage_taken': 33113.08182811737, 'badges': None, 'player_heroes': [{'hero_id': 1022, 'play_time': 44.76957442611456, 'kills': 0, 'deaths': 2, 'assists': 0, 'session_hit_rate': 0.5, 'hero_icon': '/heroes/transformations/captain-america-headbig-0.webp'}, {'hero_id': 1037, 'play_time': 409.687384147197, 'kills': 4, 'deaths': 3, 'assists': 0, 'session_hit_rate': 0.6023166023166023, 'hero_icon': '/heroes/transformations/magneto-headbig-0.webp'}, {'hero_id': 1051, 'play_time': 282.59669728577137, 'kills': 5, 'deaths': 4, 'assists': 1, 'session_hit_rate': 0.22429906542056074, 'hero_icon': '/heroes/transformations/the-thing-headbig-0.webp'}]}, {'player_uid': 417524213, 'nick_name': 'jarvis clip da', 'player_icon': 31052203, 'camp': 0, 'cur_hero_id': 1024, 'cur_hero_icon': '/heroes/transformations/hela-headbig-0.webp', 'is_win': 0, 'kills': 11, 'deaths': 7, 'assists': 4, 'total_hero_damage': 11095.968388676643, 'total_hero_heal': 12196.902198076248, 'total_damage_taken': 10528.942461013794, 'badges': [{'name': 'Quad!', 'id': 5, 'count': 1}], 'player_heroes': [{'hero_id': 1047, 'play_time': 66.12161355093122, 'kills': 0, 'deaths': 1, 'assists': 0, 'session_hit_rate': 0.59375, 'hero_icon': '/heroes/transformations/jeff-the-land-shark-headbig-0.webp'}, {'hero_id': 1050, 'play_time': 388.33534502238035, 'kills': 3, 'deaths': 1, 'assists': 4, 'session_hit_rate': 0.6292428198433421, 'hero_icon': '/heroes/transformations/invisible-woman-headbig-0.webp'}, {'hero_id': 1024, 'play_time': 282.59669728577137, 'kills': 8, 'deaths': 5, 'assists': 0, 'session_hit_rate': 0.3445378151260504, 'hero_icon': '/heroes/transformations/hela-headbig-0.webp'}]}, {'player_uid': 559768709, 'nick_name': 'Jayss7', 'player_icon': 31038204, 'camp': 0, 'cur_hero_id': 1045, 'cur_hero_icon': '/heroes/transformations/namor-headbig-0.webp', 'is_win': 0, 'kills': 14, 'deaths': 11, 'assists': 1, 'total_hero_damage': 17359.219111204147, 'total_hero_heal': 2721.3792934417725, 'total_damage_taken': 6758.178527832031, 'badges': [{'name': 'Triple!', 'id': 6, 'count': 1}], 'player_heroes': [{'hero_id': 1024, 'play_time': 454.45695857331157, 'kills': 9, 'deaths': 7, 'assists': 0, 'session_hit_rate': 0.5120967741935484, 'hero_icon': '/heroes/transformations/hela-headbig-0.webp'}, {'hero_id': 1016, 'play_time': 124.80034378357232, 'kills': 1, 'deaths': 2, 'assists': 1, 'session_hit_rate': 0.6744186046511628, 'hero_icon': '/heroes/transformations/loki-headbig-0.webp'}, {'hero_id': 1045, 'play_time': 157.79635350219905, 'kills': 4, 'deaths': 2, 'assists': 0, 'session_hit_rate': 0.30357142857142855, 'hero_icon': '/heroes/transformations/namor-headbig-0.webp'}]}]"
